0    HLT_Mu20
1    HLT_Mu27
2    HLT_Mu50
3    HLT_Mu55
4    HLT_Mu45_eta2p1
5    HLT_Mu50_eta2p1
6    HLT_IsoMu17_eta2p1
7    HLT_IsoMu20
8    HLT_IsoMu20_eta2p1
9    HLT_IsoMu22
10    HLT_IsoMu24_eta2p1
11    HLT_IsoMu27
12    HLT_IsoTkMu20
13    HLT_IsoTkMu20_eta2p1
14    HLT_IsoTkMu22
15    HLT_IsoTkMu27
16    HLT_IsoMu24_IterTrk02
17    HLT_IsoTkMu24_eta2p1_IterTrk02
18    HLT_Ele23_WP75_Gsf
19    HLT_Ele27_WP85_Gsf
20    HLT_Ele27_eta2p1_WP75_Gsf
21    HLT_Ele32_eta2p1_WP75_Gsf
22    HLT_Ele23_WPLoose_Gsf
23    HLT_Ele27_WPLoose_Gsf
24    HLT_Ele27_eta2p1_WPLoose_Gsf
25    HLT_Ele27_eta2p1_WPTight_Gsf
26    HLT_Ele32_eta2p1_WPLoose_Gsf
27    HLT_Ele32_eta2p1_WPTight_Gsf
28    HLT_Ele105_CaloIdVT_GsfTrkIdT
29    HLT_Ele115_CaloIdVT_GsfTrkIdT
30    HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ
31    HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ
32    HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW
33    HLT_Ele25WP60_Ele8_Mass55
34    HLT_Ele25WP60_SC4_Mass55
35    HLT_Ele30WP60_SC4_Mass55
36    HLT_Ele30WP60_Ele8_Mass55
37    HLT_Mu17_Mu8_SameSign_DZ
38    HLT_Mu17_Mu8_DZ
39    HLT_Mu17_TkMu8_DZ
40    HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL
41    HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ
42    HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL
43    HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ
44    HLT_Mu27_TkMu8
45    HLT_Mu30_TkMu11
46    HLT_Mu40_TkMu11
47    HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL
48    HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL
49    HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL
50    HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL
51    HLT_LooseIsoPFTau50_Trk30_eta2p1
52    HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120
53    HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_JetIdCleaned
54    HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_JetIdCleaned
55    HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg
56    HLT_IsoMu17_eta2p1_LooseIsoPFTau20
57    HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20
58    HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20
59    HLT_Ele32_eta2p1_WPLoose_Gsf_LooseIsoPFTau20
60    HLT_Ele22_eta2p1_WP85_Gsf_LooseIsoPFTau20
61    HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon18_AND_HE10_R9Id65_Mass95
62    HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65
63    HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15
64    HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15
65    HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95
66    HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70
67    HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55
68    HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55
69    HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55
70    HLT_Diphoton30_18_R9Id85_OR_Iso50T80LCaloId24b40e_AND_HE10P0_R9Id50b80e_Mass95
71    HLT_Diphoton30_18_R9Id85_OR_Iso50T80LCaloId24b40e_AND_HE10P0_R9Id50b80e_PixelSeed_Mass70
72    HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60_v2
73    HLT_Diphoton30_18_Solid_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55_v1
74    HLT_DoublePhoton85
75    HLT_Photon22
76    HLT_Photon30
77    HLT_Photon36
78    HLT_Photon50
79    HLT_Photon75
80    HLT_Photon90
81    HLT_Photon120
82    HLT_Photon175
83    HLT_Photon165_HE10
84    HLT_Photon250_NoHE
85    HLT_Photon300_NoHE
86    HLT_Photon22_R9Id90_HE10_IsoM
87    HLT_Photon30_R9Id90_HE10_IsoM
88    HLT_Photon36_R9Id90_HE10_IsoM
89    HLT_Photon50_R9Id90_HE10_IsoM
